Municipio;Código Organizacion;Tipo;Hectáreas;Periodo de Siembra
FUERTE ESPERANZA;36;ZAPALLO;0,5;
FUERTE ESPERANZA;36;ZAPALLO;4,5;NOVIEMBRE
MACHAGAI;5;MANDIOCA;0;
MACHAGAI;5;ZAPALLO;0,25;
QUITILIPI;5;ZAPALLO;2;
QUITILIPI;5;ZAPALLO;2;
PRESIDENCIA ROQUE SAENZ PEÑA;51;MANDIOCA;2;
PRESIDENCIA ROQUE SAENZ PEÑA;51;ZAPALLO;2;
PRESIDENCIA ROQUE SAENZ PEÑA;51;MANDIOCA;0,5;
PRESIDENCIA ROQUE SAENZ PEÑA;51;MANDIOCA;1;
FUERTE ESPERANZA;36;ZAPALLO;1;FEBRERO/MARZO
PRESIDENCIA ROQUE SAENZ PEÑA;51;MANDIOCA;1;
PRESIDENCIA ROQUE SAENZ PEÑA;51;ZAPALLO;1;
NULL;29;ZAPALLO;0,5;dic-ene
ENRIQUE URIEN;92;ZAPALLO;0,5;
ENRIQUE URIEN;92;ZAPALLO;0,5;
VILLA BERTHET;7;ZAPALLO;5;Febrero
VILLA BERTHET;7;MANDIOCA;0;
VILLA BERTHET;7;ZAPALLO;0;
PRESIDENCIA ROQUE SAENZ PEÑA;51;MANDIOCA;0,25;
FUERTE ESPERANZA;36;ZAPALLO;1;DICIEMBRE
FUERTE ESPERANZA;36;ZAPALLO;0,5;
NULL;29;ZAPALLO;1;
FUERTE ESPERANZA;36;ZAPALLO;1;DICIEMBRE/ENERO
FUERTE ESPERANZA;36;ZAPALLO;1;ENERO
FUERTE ESPERANZA;36;ZAPALLO;1;
NULL;24;MANDIOCA;0;
NULL;24;ZAPALLO;0;
NULL;24;MANDIOCA;5;Agosto- Septiembre
NULL;24;MANDIOCA;0;Septiembre
NULL;24;ZAPALLO;0;Septiembre
GENERAL J. DE SAN MARTIN;3;ZAPALLO;4;Junio- Agosto
GENERAL J. DE SAN MARTIN;21;MANDIOCA;0;Sep a Oct
GENERAL J. DE SAN MARTIN;21;ZAPALLO;2;Sep a Oct
GENERAL J. DE SAN MARTIN;21;MANDIOCA;0;Sep/Oct
GENERAL J. DE SAN MARTIN;21;ZAPALLO;0,5;Sep/Oct
GENERAL J. DE SAN MARTIN;21;MANDIOCA;0;
GENERAL J. DE SAN MARTIN;21;ZAPALLO;2;
GENERAL J. DE SAN MARTIN;21;MANDIOCA;0;Sep/Oct
GENERAL J. DE SAN MARTIN;21;ZAPALLO;2;Sep/Oct
GENERAL J. DE SAN MARTIN;21;MANDIOCA;0;Sep/Oct
GENERAL J. DE SAN MARTIN;21;ZAPALLO;2;SEpt/Oct
GENERAL J. DE SAN MARTIN;21;ZAPALLO;3;Agosto-Enero
GENERAL J. DE SAN MARTIN;21;ZAPALLO;1;Enero
GENERAL J. DE SAN MARTIN;21;ZAPALLO;3;Febrero
GENERAL J. DE SAN MARTIN;21;MANDIOCA;0,25;Octubre
GENERAL J. DE SAN MARTIN;21;ZAPALLO;0,25;Agosto
GENERAL J. DE SAN MARTIN;21;MANDIOCA;0,25;Sep
GENERAL J. DE SAN MARTIN;21;ZAPALLO;0,25;Sep
GENERAL J. DE SAN MARTIN;21;MANDIOCA;0;
GENERAL J. DE SAN MARTIN;21;ZAPALLO;0;
GENERAL J. DE SAN MARTIN;21;MANDIOCA;0;
GENERAL J. DE SAN MARTIN;21;ZAPALLO;0;
GENERAL J. DE SAN MARTIN;21;ZAPALLO;2,5;Sep/Oct
GENERAL J. DE SAN MARTIN;21;ZAPALLO;1;Septiembre
GENERAL J. DE SAN MARTIN;21;MANDIOCA;0,5;Agosto
GENERAL J. DE SAN MARTIN;21;ZAPALLO;3;Agosto
GENERAL J. DE SAN MARTIN;21;ZAPALLO;0,5;Primavera
GENERAL J. DE SAN MARTIN;21;MANDIOCA;0,5;Agosto
GENERAL J. DE SAN MARTIN;21;ZAPALLO;1;Agosto
GENERAL J. DE SAN MARTIN;21;MANDIOCA;1;Sept-Ene-Mar
GENERAL J. DE SAN MARTIN;21;ZAPALLO;0;
GENERAL J. DE SAN MARTIN;21;ZAPALLO;0,5;Agosto
GENERAL J. DE SAN MARTIN;21;MANDIOCA;0,5;Agosto-Septiembre
GENERAL J. DE SAN MARTIN;21;ZAPALLO;0;
GENERAL J. DE SAN MARTIN;21;MANDIOCA;0,5;Octubre
GENERAL J. DE SAN MARTIN;21;ZAPALLO;0,5;Febrero
GENERAL J. DE SAN MARTIN;21;ZAPALLO;2;Junio
GENERAL J. DE SAN MARTIN;21;ZAPALLO;1;Enero 
GENERAL J. DE SAN MARTIN;21;ZAPALLO;8;Febrero
GENERAL J. DE SAN MARTIN;21;ZAPALLO;3;Diciembre
GENERAL J. DE SAN MARTIN;21;MANDIOCA;0,5;
GENERAL J. DE SAN MARTIN;21;MANDIOCA;0,5;Noviembre
GENERAL J. DE SAN MARTIN;21;ZAPALLO;1,5;Octubre
GENERAL J. DE SAN MARTIN;21;MANDIOCA;0,5;Agosto
GENERAL J. DE SAN MARTIN;21;ZAPALLO;0,5;Agosto
GENERAL J. DE SAN MARTIN;21;ZAPALLO;3;Septiembre
GENERAL J. DE SAN MARTIN;21;MANDIOCA;0,5;Abril
GENERAL J. DE SAN MARTIN;21;ZAPALLO;0;
NULL;29;ZAPALLO;1;
NULL;67;ZAPALLO;1;Agosto
NULL;67;ZAPALLO;1;Febrero
NULL;67;ZAPALLO;1;Enero- Agosto
NULL;67;MANDIOCA;0,5;Agosto
NULL;67;ZAPALLO;0,5;Septiembre
NULL;67;ZAPALLO;0,5;Febrero
GENERAL J. DE SAN MARTIN;67;MANDIOCA;2;Agosto
GENERAL J. DE SAN MARTIN;67;ZAPALLO;2;Febreo
NULL;67;MANDIOCA;0,5;Agosto
NULL;67;ZAPALLO;1,5;Febrero
NULL;67;MANDIOCA;0,5;Agosto
LAS GARCITAS;4;MANDIOCA;0,25;MARZO
LAS GARCITAS;4;ZAPALLO;0,25;MARZO
NULL;67;MANDIOCA;0,5;Agosto
GENERAL J. DE SAN MARTIN;67;ZAPALLO;2;Agosto
NULL;67;MANDIOCA;0,5;Agosto
NULL;67;ZAPALLO;0,5;Febrero
NULL;67;ZAPALLO;1;Febrero
NULL;67;ZAPALLO;1;Febrero
NULL;67;ZAPALLO;2;Julio
NULL;67;ZAPALLO;0,5;Febrero
NULL;67;ZAPALLO;1;Febrero
NULL;29;MANDIOCA;0,25;feb-mar
NULL;29;ZAPALLO;0,5;feb-mar
NULL;29;ZAPALLO;0,5;
NULL;29;ZAPALLO;1;jul-ago
NULL;67;ZAPALLO;2;Agosto
NULL;67;ZAPALLO;3;Febrero
NULL;67;ZAPALLO;2;Agosto
NULL;67;MANDIOCA;2;Septiembre
NULL;67;MANDIOCA;0,5;Septiembre
NULL;67;ZAPALLO;0,5;Agosto
NULL;67;MANDIOCA;0,5;Agosto
NULL;67;ZAPALLO;1;Enero
NULL;67;ZAPALLO;5;Febrero
NULL;67;MANDIOCA;2;Agosto
NULL;67;ZAPALLO;3;Febrero
NULL;67;ZAPALLO;1;Septiembre
NULL;67;ZAPALLO;2;Agosto
NULL;67;ZAPALLO;5;Agosto 
NULL;67;ZAPALLO;1;Enero
GENERAL J. DE SAN MARTIN;3;ZAPALLO;3;Febrero
GENERAL J. DE SAN MARTIN;67;ZAPALLO;1;Agosto
GENERAL J. DE SAN MARTIN;67;ZAPALLO;1;Agosto
NULL;67;MANDIOCA;1,5;Agosto
NULL;67;ZAPALLO;2,5;Febrero
NULL;67;MANDIOCA;1;Agosto
NULL;67;ZAPALLO;3;Agosto
LAS GARCITAS;4;MANDIOCA;0,5;JUL-AGOS
LAS GARCITAS;4;ZAPALLO;0,5;JUL-AGOS
LAS GARCITAS;4;MANDIOCA;0,3;Noviembre
LAS GARCITAS;4;ZAPALLO;0,25;Agosto 
LAS GARCITAS;4;MANDIOCA;0,5;AGOSTO
LAS GARCITAS;4;ZAPALLO;0,5;AGO-DIC
FUERTE ESPERANZA;36;ZAPALLO;1;AGOSOT FEBRERO
FUERTE ESPERANZA;36;ZAPALLO;0;OCTUBRE/NOVIEMBRE
FUERTE ESPERANZA;36;ZAPALLO;0,25;
FUERTE ESPERANZA;36;ZAPALLO;1;
FUERTE ESPERANZA;36;ZAPALLO;3;DICIEMBRE/ENERO
FUERTE ESPERANZA;36;ZAPALLO;0,5;ENERO
MAKALLE;45;MANDIOCA;0,5;
MAKALLE;45;MANDIOCA;1;
MAKALLE;45;MANDIOCA;1;
MAKALLE;45;ZAPALLO;0,5;
MAKALLE;45;MANDIOCA;0,25;
MAKALLE;45;ZAPALLO;0,5;
MAKALLE;45;ZAPALLO;0,5;
MAKALLE;45;ZAPALLO;0,5;
MAKALLE;45;MANDIOCA;0;
MAKALLE;45;ZAPALLO;0;
MAKALLE;45;MANDIOCA;0,5;
MAKALLE;45;ZAPALLO;0,5;
PUERTO TIROL;45;ZAPALLO;0,5;
PUERTO TIROL;78;MANDIOCA;0,5;
NULL;NULL;ZAPALLO;1;Octubre/ Noviembre
GENERAL PINEDO;3;ZAPALLO;1,4;Agosto
GENERAL PINEDO;3;ZAPALLO;1;Enero
MACHAGAI;3;ZAPALLO;10;
GENERAL PINEDO;3;ZAPALLO;0;
GENERAL PINEDO;3;ZAPALLO;1,4;
GENERAL PINEDO;3;ZAPALLO;0;AGO
GENERAL PINEDO;3;ZAPALLO;0;AGO
GENERAL PINEDO;3;ZAPALLO;1;Enero
GENERAL PINEDO;3;ZAPALLO;1;Enero
PUERTO TIROL;78;MANDIOCA;1;
PUERTO TIROL;78;ZAPALLO;0,25;
PUERTO TIROL;78;MANDIOCA;2;
PUERTO TIROL;78;ZAPALLO;0;
PUERTO TIROL;78;ZAPALLO;1;
NULL;NULL;ZAPALLO;0;Enero
NULL;NULL;ZAPALLO;1;
PUERTO TIROL;78;MANDIOCA;0,5;
PUERTO TIROL;78;ZAPALLO;0,5;
GENERAL PINEDO;3;ZAPALLO;1;
PUERTO TIROL;78;MANDIOCA;0;
PUERTO TIROL;78;ZAPALLO;0,5;
PUERTO TIROL;78;ZAPALLO;0,5;
PUERTO TIROL;78;MANDIOCA;0,25;
PUERTO TIROL;78;ZAPALLO;0,25;
PUERTO TIROL;78;MANDIOCA;0,5;
PUERTO TIROL;78;ZAPALLO;0,5;
PUERTO TIROL;78;MANDIOCA;0;
PUERTO TIROL;78;ZAPALLO;0;
PUERTO TIROL;78;MANDIOCA;0,5;
PUERTO TIROL;78;ZAPALLO;0,5;
PUERTO TIROL;78;ZAPALLO;0,5;
PUERTO TIROL;78;ZAPALLO;0,5;
LA ESCONDIDA;40;ZAPALLO;1;septiembre
LA ESCONDIDA;40;MANDIOCA;1;
QUITILIPI;2;MANDIOCA;0,5;JULIO
QUITILIPI;2;ZAPALLO;0,25;JULIO
LA LEONESA;9;MANDIOCA;0,25;SEPTIEMBRE
LA LEONESA;9;ZAPALLO;0,25;SEPTIEMBRE
QUITILIPI;2;ZAPALLO;1;JULIO
QUITILIPI;2;MANDIOCA;0,25;AGOSTO
QUITILIPI;2;ZAPALLO;0,5;JULIO
LA LEONESA;9;ZAPALLO;0,25;SEPTIEMBRE
TRES ISLETAS;2;ZAPALLO;1;
LA LEONESA;9;MANDIOCA;0,5;AGOSTO
LA LEONESA;9;ZAPALLO;0,5;AGOSTO
CAPITAN SOLARI;41;MANDIOCA;1;
CAPITAN SOLARI;41;ZAPALLO;1;
CAPITAN SOLARI;41;MANDIOCA;1;
CAPITAN SOLARI;41;ZAPALLO;1;
CAPITAN SOLARI;41;MANDIOCA;1;
CAPITAN SOLARI;41;ZAPALLO;1;
CAPITAN SOLARI;41;MANDIOCA;1;
CAPITAN SOLARI;41;ZAPALLO;1;
NULL;41;MANDIOCA;1;
NULL;41;ZAPALLO;1;
CAPITAN SOLARI;41;MANDIOCA;1;
CAPITAN SOLARI;41;ZAPALLO;1;
CAPITAN SOLARI;41;MANDIOCA;1;
CAPITAN SOLARI;41;ZAPALLO;1;
CAPITAN SOLARI;41;MANDIOCA;1;
CAPITAN SOLARI;41;ZAPALLO;1;
COLONIA BENITEZ;6;MANDIOCA;0;
COLONIA BENITEZ;6;ZAPALLO;0;
CAPITAN SOLARI;41;MANDIOCA;1;
CAPITAN SOLARI;41;ZAPALLO;2;
CAPITAN SOLARI;41;ZAPALLO;1;
CAPITAN SOLARI;41;MANDIOCA;1;
CAPITAN SOLARI;41;ZAPALLO;1;
CAPITAN SOLARI;41;ZAPALLO;0,25;
COLONIAS UNIDAS;65;ZAPALLO;0,75;Jul-Sep
COLONIAS UNIDAS;65;MANDIOCA;0,5;Agosto
COLONIAS UNIDAS;65;ZAPALLO;0,5;Jul-Ago
COLONIAS UNIDAS;65;ZAPALLO;0,5;Ene/jul
COLONIAS UNIDAS;65;MANDIOCA;0,5;Septiembre
COLONIAS UNIDAS;65;ZAPALLO;0,5;Jul/Ene
COLONIAS UNIDAS;65;MANDIOCA;0,5;Septiembre
COLONIAS UNIDAS;65;ZAPALLO;0,5;Jul/Sep
COLONIAS UNIDAS;65;MANDIOCA;0,25;Agosto
COLONIAS UNIDAS;65;ZAPALLO;0,5;Septiembre
COLONIAS UNIDAS;65;MANDIOCA;0;Ago/Sep
COLONIAS UNIDAS;65;ZAPALLO;0;Ago-Sep
COLONIAS UNIDAS;65;MANDIOCA;0,25;Ago-Sep
COLONIAS UNIDAS;65;ZAPALLO;0,5;Ago-Sep
COLONIAS UNIDAS;65;ZAPALLO;0,25;
COLONIAS UNIDAS;65;ZAPALLO;0,5;Jul/Sep
COLONIAS UNIDAS;65;MANDIOCA;0,5;Septiembre
COLONIAS UNIDAS;65;ZAPALLO;0,5;Septiembre
COLONIAS UNIDAS;65;MANDIOCA;0;Agosto
COLONIAS UNIDAS;65;ZAPALLO;0,25;Septiembre
COLONIAS UNIDAS;65;MANDIOCA;0;Septiembre
COLONIAS UNIDAS;65;ZAPALLO;0;Jul/Sep
COLONIAS UNIDAS;65;ZAPALLO;1;Ago-Sep
COLONIAS UNIDAS;65;MANDIOCA;0,5;Ago-Sep
COLONIAS UNIDAS;65;ZAPALLO;0,5;Ago-Sep
COLONIAS UNIDAS;65;MANDIOCA;0,5;Agosto
COLONIAS UNIDAS;65;ZAPALLO;0,25;Ago/Sep
COLONIAS UNIDAS;65;MANDIOCA;0;Septiembre
COLONIAS UNIDAS;65;MANDIOCA;0,25;Septiembre
COLONIAS UNIDAS;65;ZAPALLO;0,25;Jul/Sep
COLONIAS UNIDAS;65;MANDIOCA;0,5;Ago-Sep
COLONIAS UNIDAS;65;ZAPALLO;0,5;Jul/Sep
COLONIAS UNIDAS;NULL;MANDIOCA;0,5;Septiembre
COLONIAS UNIDAS;NULL;ZAPALLO;0,5;Jul-Sep
JUAN JOSE CASTELLI;48;ZAPALLO;3;JUL
JUAN JOSE CASTELLI;48;ZAPALLO;3;JUL
JUAN JOSE CASTELLI;48;ZAPALLO;3;Julio
JUAN JOSE CASTELLI;48;ZAPALLO;3;Julio
MACHAGAI;13;MANDIOCA;0,25;
MACHAGAI;13;ZAPALLO;0,25;
MACHAGAI;13;MANDIOCA;0,25;
MACHAGAI;13;ZAPALLO;0,25;
MACHAGAI;13;MANDIOCA;0,25;
MACHAGAI;13;MANDIOCA;0,5;
MACHAGAI;13;ZAPALLO;0,5;
MACHAGAI;13;ZAPALLO;0,5;
MACHAGAI;13;MANDIOCA;0,5;
MACHAGAI;13;ZAPALLO;0,5;
MACHAGAI;13;ZAPALLO;1;
LA LEONESA;9;MANDIOCA;0;SEPT
LA LEONESA;9;ZAPALLO;0;SEPT
LA LEONESA;9;MANDIOCA;0;AGOSTO
LA LEONESA;9;ZAPALLO;0;SEPT
LA LEONESA;9;MANDIOCA;0;SEPT
LA LEONESA;9;ZAPALLO;0;SEPT
LA LEONESA;9;MANDIOCA;0,5;
LA LEONESA;9;MANDIOCA;0;SEPT
LA LEONESA;9;ZAPALLO;0;SEPT
MACHAGAI;13;MANDIOCA;0,25;
MACHAGAI;13;ZAPALLO;0,25;
MACHAGAI;13;MANDIOCA;0,25;
MACHAGAI;13;ZAPALLO;1;
LA LEONESA;9;MANDIOCA;0,5;SEPT
LA LEONESA;9;ZAPALLO;0,5;SEPT
LA LEONESA;9;MANDIOCA;0;SEPT
LA LEONESA;9;ZAPALLO;0;AGOSTO
LA LEONESA;9;MANDIOCA;0;SEPT.
LA LEONESA;9;ZAPALLO;0;SEPT
LA LEONESA;9;MANDIOCA;0;SEPT
LA LEONESA;9;ZAPALLO;0;SEPT
MACHAGAI;13;ZAPALLO;0,25;
MACHAGAI;13;ZAPALLO;0,25;
LA ESCONDIDA;40;MANDIOCA;0,25;octubre
LAS GARCITAS;4;ZAPALLO;1;SEP
LAS GARCITAS;4;ZAPALLO;1;SEP
LAS GARCITAS;4;MANDIOCA;1;SEP
LAS GARCITAS;4;ZAPALLO;1;SEP 
LAS GARCITAS;4;MANDIOCA;0;
LAS GARCITAS;4;ZAPALLO;0;
LAS GARCITAS;4;MANDIOCA;2;SEP
LAS GARCITAS;4;ZAPALLO;2;SEP/OCT
ISLA DEL CERRITO;52;MANDIOCA;2;AGOSTO
ISLA DEL CERRITO;52;ZAPALLO;2;AGOSTO
LAS GARCITAS;4;ZAPALLO;1;SEP
LAS GARCITAS;4;ZAPALLO;2;SEP
LAS GARCITAS;4;ZAPALLO;5;SEP
LAS GARCITAS;4;ZAPALLO;1;SEP
LAS GARCITAS;4;ZAPALLO;1;SEP
LAS GARCITAS;4;MANDIOCA;0,5;AGOS
PUERTO BERMEJO;20;MANDIOCA;0,5;
PUERTO BERMEJO;20;ZAPALLO;0,25;Calabaza
PUERTO BERMEJO;20;ZAPALLO;0,5;
LA LEONESA;9;MANDIOCA;0;SEPT
LA LEONESA;9;ZAPALLO;0;SEPT 
LAS GARCITAS;4;ZAPALLO;10;SEP 
ISLA DEL CERRITO;52;MANDIOCA;0,5;JUNIO
ISLA DEL CERRITO;52;ZAPALLO;0,5;JUNIO
ISLA DEL CERRITO;52;MANDIOCA;0,25;Ago-Sep
ISLA DEL CERRITO;52;ZAPALLO;0,25;
ISLA DEL CERRITO;52;MANDIOCA;0;
ISLA DEL CERRITO;52;ZAPALLO;0;
ISLA DEL CERRITO;52;MANDIOCA;0,85;Agosto
ISLA DEL CERRITO;52;MANDIOCA;0,5;Ago-Sep
ISLA DEL CERRITO;52;ZAPALLO;0,5;
ISLA DEL CERRITO;52;MANDIOCA;0,25;
ISLA DEL CERRITO;52;ZAPALLO;0,25;
ISLA DEL CERRITO;52;MANDIOCA;0,25;Ago-Sep
ISLA DEL CERRITO;52;ZAPALLO;0,25;
ISLA DEL CERRITO;52;MANDIOCA;0;Ago-Sep
ISLA DEL CERRITO;52;ZAPALLO;0;
ISLA DEL CERRITO;52;MANDIOCA;0,5;Agosto
ISLA DEL CERRITO;52;MANDIOCA;0;Ago-Sep
ISLA DEL CERRITO;52;ZAPALLO;0;Ago-Sep
ISLA DEL CERRITO;52;MANDIOCA;0,25;Ago-Sep
ISLA DEL CERRITO;52;ZAPALLO;0,25;
ISLA DEL CERRITO;52;MANDIOCA;0;Ago-Sep
ISLA DEL CERRITO;52;ZAPALLO;0;Ago-Sep
TRES ISLETAS;18;ZAPALLO;0,5;
AVIA TERAI;18;MANDIOCA;0,25;
AVIA TERAI;18;ZAPALLO;0,5;
ISLA DEL CERRITO;52;MANDIOCA;0,5;JUNIO
ISLA DEL CERRITO;52;ZAPALLO;0,5;JUNIO
GENERAL J. DE SAN MARTIN;68;ZAPALLO;1;
GENERAL J. DE SAN MARTIN;68;ZAPALLO;1;
GENERAL J. DE SAN MARTIN;68;ZAPALLO;1;
GENERAL J. DE SAN MARTIN;68;ZAPALLO;1;
GENERAL J. DE SAN MARTIN;68;ZAPALLO;1;
GENERAL J. DE SAN MARTIN;68;ZAPALLO;1;
GENERAL J. DE SAN MARTIN;68;ZAPALLO;2;
GENERAL J. DE SAN MARTIN;68;ZAPALLO;1;
GENERAL J. DE SAN MARTIN;68;ZAPALLO;1;
GENERAL J. DE SAN MARTIN;68;ZAPALLO;1;
GENERAL J. DE SAN MARTIN;68;ZAPALLO;1;
GENERAL J. DE SAN MARTIN;68;ZAPALLO;1;
LAGUNA LIMPIA;84;ZAPALLO;0,5;agosto
LAGUNA LIMPIA;84;MANDIOCA;1;AGOSTO
LAGUNA LIMPIA;84;ZAPALLO;1;AGOSTO
LAGUNA LIMPIA;84;ZAPALLO;0,5;Agosto
LAGUNA LIMPIA;84;ZAPALLO;1;AGOSTO
GENERAL J. DE SAN MARTIN;68;ZAPALLO;1;
GENERAL J. DE SAN MARTIN;68;ZAPALLO;1;
GENERAL J. DE SAN MARTIN;68;ZAPALLO;1;
GENERAL J. DE SAN MARTIN;68;ZAPALLO;1;
LAGUNA LIMPIA;84;MANDIOCA;0,5;Agosto
LAGUNA LIMPIA;84;ZAPALLO;1;Agosto
LAGUNA LIMPIA;84;MANDIOCA;0,5;agosto
LAGUNA LIMPIA;84;ZAPALLO;0,5;agosto
GENERAL VEDIA;19;MANDIOCA;1;JUN- AGOS
GENERAL VEDIA;19;ZAPALLO;0,5;JUN- AGOS
GENERAL VEDIA;19;MANDIOCA;0,25;
GENERAL VEDIA;19;ZAPALLO;0,25;
GENERAL VEDIA;19;MANDIOCA;0,5;JUN-AGO
GENERAL VEDIA;19;ZAPALLO;0,5;JUN-AGOS
GENERAL VEDIA;19;MANDIOCA;0,5;SEP
GENERAL VEDIA;19;ZAPALLO;0,5;OCT
LAGUNA LIMPIA;84;ZAPALLO;0,5;agosto
LAGUNA LIMPIA;84;MANDIOCA;1;agosto
LAGUNA LIMPIA;84;ZAPALLO;1;agosto
GENERAL VEDIA;19;MANDIOCA;0,25;SEPT
GENERAL VEDIA;19;ZAPALLO;0,25;SEPT
GENERAL VEDIA;19;MANDIOCA;0,25;
GENERAL VEDIA;19;ZAPALLO;0,25;
LAGUNA LIMPIA;84;ZAPALLO;0,8;
GENERAL J. DE SAN MARTIN;21;MANDIOCA;0,01;AGOSTO
LAGUNA LIMPIA;84;MANDIOCA;1;
LAGUNA LIMPIA;84;ZAPALLO;1;
GENERAL J. DE SAN MARTIN;21;MANDIOCA;0,25;SEPT-OCT
GENERAL J. DE SAN MARTIN;21;ZAPALLO;0,25;SEPT-OCT
GENERAL J. DE SAN MARTIN;21;MANDIOCA;0,25;AGOSTO JUNTO CON POROTOS
GENERAL J. DE SAN MARTIN;21;ZAPALLO;0,25;AGOSTO
LAGUNA LIMPIA;84;ZAPALLO;0,5;
GENERAL VEDIA;19;MANDIOCA;0,25;
GENERAL VEDIA;19;ZAPALLO;0,25;
LAGUNA LIMPIA;84;ZAPALLO;1;
LAGUNA LIMPIA;84;ZAPALLO;1;
GENERAL VEDIA;19;ZAPALLO;0,5;ANUAL
LAGUNA LIMPIA;84;ZAPALLO;0,8;Agosto
LAGUNA LIMPIA;84;ZAPALLO;0,8;agosto
GENERAL J. DE SAN MARTIN;84;MANDIOCA;1;
GENERAL J. DE SAN MARTIN;84;ZAPALLO;1;
GENERAL J. DE SAN MARTIN;84;MANDIOCA;1;
GENERAL J. DE SAN MARTIN;84;ZAPALLO;1;
GENERAL J. DE SAN MARTIN;84;MANDIOCA;0;
GENERAL J. DE SAN MARTIN;84;ZAPALLO;0;
LAGUNA LIMPIA;84;MANDIOCA;0,2;
LAGUNA LIMPIA;84;ZAPALLO;0,2;
LAGUNA LIMPIA;84;ZAPALLO;1;
LAGUNA LIMPIA;84;MANDIOCA;0,25;
LAGUNA LIMPIA;84;ZAPALLO;0,25;
LAGUNA LIMPIA;84;MANDIOCA;1;
LAGUNA LIMPIA;84;ZAPALLO;1;
LAGUNA LIMPIA;84;ZAPALLO;1;AGOS
LAGUNA LIMPIA;84;MANDIOCA;0,5;AGOS
LAGUNA LIMPIA;84;ZAPALLO;0,5;AGOS
LAGUNA LIMPIA;84;MANDIOCA;1;AGOS
LAGUNA LIMPIA;84;ZAPALLO;1;AGOS
LAGUNA LIMPIA;84;MANDIOCA;0,3;AGOS
LAGUNA LIMPIA;84;MANDIOCA;0,5;AGOS
LAGUNA LIMPIA;84;ZAPALLO;1;AGOS- NOV
GENERAL VEDIA;19;MANDIOCA;0,5;
GENERAL VEDIA;19;ZAPALLO;1;
GENERAL VEDIA;19;MANDIOCA;0,25;
GENERAL VEDIA;19;ZAPALLO;0,25;
GENERAL VEDIA;19;MANDIOCA;2;
GENERAL VEDIA;19;ZAPALLO;2;
GENERAL VEDIA;19;MANDIOCA;1;ANUAL
GENERAL VEDIA;19;MANDIOCA;1;ANUAL
GENERAL VEDIA;19;MANDIOCA;0,5;
GENERAL VEDIA;19;MANDIOCA;0,5;
GENERAL VEDIA;19;ZAPALLO;0,5;ANUAL
GENERAL VEDIA;19;ZAPALLO;0,5;ANUAL
GENERAL VEDIA;19;ZAPALLO;0,5;
GENERAL VEDIA;19;ZAPALLO;0,5;
GENERAL VEDIA;19;MANDIOCA;0,25;
GENERAL VEDIA;19;ZAPALLO;0,25;
GENERAL VEDIA;19;MANDIOCA;0,5;FEBRERO
GENERAL VEDIA;19;ZAPALLO;0,5;FEBRERO
GENERAL VEDIA;19;MANDIOCA;0;AGOSTO
GENERAL VEDIA;19;MANDIOCA;0,25;
GENERAL VEDIA;19;ZAPALLO;0,1;
JUAN JOSE CASTELLI;48;ZAPALLO;3;JUL
JUAN JOSE CASTELLI;48;ZAPALLO;15;DIC
JUAN JOSE CASTELLI;48;ZAPALLO;1;
GENERAL VEDIA;19;MANDIOCA;0,25;
GENERAL VEDIA;19;ZAPALLO;0,25;
GENERAL VEDIA;19;MANDIOCA;0,25;
GENERAL VEDIA;19;ZAPALLO;0,25;
GENERAL VEDIA;19;MANDIOCA;0,5;JUNIO
GENERAL VEDIA;19;ZAPALLO;0,5;JUNIO
GENERAL VEDIA;19;MANDIOCA;0,25;
GENERAL VEDIA;19;MANDIOCA;0,5;ANUAL
GENERAL VEDIA;19;ZAPALLO;1;ANUAL
MAKALLE;45;MANDIOCA;0,5;
MAKALLE;45;MANDIOCA;0,5;
MAKALLE;45;ZAPALLO;0,5;
COLONIA BENITEZ;6;MANDIOCA;2;
COLONIA BENITEZ;6;ZAPALLO;2;
COLONIA BENITEZ;6;MANDIOCA;0;
COLONIA BENITEZ;6;ZAPALLO;0;
GENERAL J. DE SAN MARTIN;23;BATATA;0,5;AGOSTO
GENERAL J. DE SAN MARTIN;23;MANDIOCA;1;AGOSTO
NULL;9;MANDIOCA;1;SEP
NULL;9;ZAPALLO;0;SEP Y FEB
NULL;9;MANDIOCA;0;SEP
NULL;9;ZAPALLO;0;SEP-FEB
NULL;9;MANDIOCA;0;SEP
NULL;9;ZAPALLO;0;SEP-FEB
NULL;9;MANDIOCA;0;SEP
NULL;9;ZAPALLO;0;SEP-FEB
NULL;9;MANDIOCA;0;SEP
NULL;9;ZAPALLO;0;SEP-FEB
NULL;8;MANDIOCA;0,25;SEP
NULL;8;ZAPALLO;0,25;SEP
NULL;8;MANDIOCA;0,25;SEP
NULL;8;ZAPALLO;0,25;SEP
NULL;8;ZAPALLO;0,25;JUL
NULL;19;MANDIOCA;0;
NULL;19;ZAPALLO;0;
NULL;19;MANDIOCA;0;
NULL;19;ZAPALLO;0;
PAMPA ALMIRON;55;BATATA;3;
PAMPA ALMIRON;55;BATATA;3;
PAMPA ALMIRON;55;MANDIOCA;3;
PAMPA ALMIRON;55;MANDIOCA;3;
GENERAL J. DE SAN MARTIN;24;MANDIOCA;1;
GENERAL J. DE SAN MARTIN;24;ZAPALLO;1;
MARGARITA BELEN;94;ZAPALLO;0;
COLONIA BENITEZ;6;ZAPALLO;1;VERANO
CAPITAN SOLARI;41;MANDIOCA;0;
CAPITAN SOLARI;41;MANDIOCA;0;
